Thick dike (pole-pole, pole-dipole, dipole-dipole)
   5.00
 11
0
Type of measurement (0=app. resistivity,1=resistance)
 0
5477
1
0
3   165.0000,0.0    205.0000,0.0    215.0000,0.0     457.2690
3   170.0000,0.0    210.0000,0.0    220.0000,0.0     495.9076
3   175.0000,0.0    215.0000,0.0    225.0000,0.0     524.7139
3   180.0000,0.0    220.0000,0.0    230.0000,0.0     546.3656
3   185.0000,0.0    225.0000,0.0    235.0000,0.0     562.9236
3   190.0000,0.0    230.0000,0.0    240.0000,0.0     575.8152
3   195.0000,0.0    235.0000,0.0    245.0000,0.0     586.0182
3   200.0000,0.0    240.0000,0.0    250.0000,0.0     594.2126
3   205.0000,0.0    245.0000,0.0    255.0000,0.0     600.8810
3   210.0000,0.0    250.0000,0.0    260.0000,0.0     606.3734
3   215.0000,0.0    255.0000,0.0    265.0000,0.0     610.9496
3   220.0000,0.0    260.0000,0.0    270.0000,0.0     614.8068
3   225.0000,0.0    265.0000,0.0    275.0000,0.0     618.0986
3   230.0000,0.0    270.0000,0.0    280.0000,0.0     620.9493
3   235.0000,0.0    275.0000,0.0    285.0000,0.0     623.4651
3   240.0000,0.0    280.0000,0.0    290.0000,0.0     625.7458
3   245.0000,0.0    285.0000,0.0    295.0000,0.0     627.8998
3     0.0000,0.0     40.0000,0.0     60.0000,0.0     690.7192
3     5.0000,0.0     45.0000,0.0     65.0000,0.0     693.1774
3    10.0000,0.0     50.0000,0.0     70.0000,0.0     695.6838
3    15.0000,0.0     55.0000,0.0     75.0000,0.0     698.3911
3    20.0000,0.0     60.0000,0.0     80.0000,0.0     701.4186
3    25.0000,0.0     65.0000,0.0     85.0000,0.0     704.8809
3    30.0000,0.0     70.0000,0.0     90.0000,0.0     708.9034
3    35.0000,0.0     75.0000,0.0     95.0000,0.0     713.6347
3    40.0000,0.0     80.0000,0.0    100.0000,0.0     719.2584
3    45.0000,0.0     85.0000,0.0    105.0000,0.0     726.0068
3    50.0000,0.0     90.0000,0.0    110.0000,0.0     734.1759
3    55.0000,0.0     95.0000,0.0    115.0000,0.0     744.1401
3    60.0000,0.0    100.0000,0.0    120.0000,0.0     756.3443
3    65.0000,0.0    105.0000,0.0    125.0000,0.0     771.1845
3    70.0000,0.0    110.0000,0.0    130.0000,0.0     788.3831
3    75.0000,0.0    115.0000,0.0    135.0000,0.0     804.4263
3    80.0000,0.0    120.0000,0.0    140.0000,0.0     805.7006
3    85.0000,0.0    125.0000,0.0    145.0000,0.0     768.8023
3    90.0000,0.0    130.0000,0.0    150.0000,0.0     685.5137
3    95.0000,0.0    135.0000,0.0    155.0000,0.0     566.2120
3   100.0000,0.0    140.0000,0.0    160.0000,0.0     438.2469
3   105.0000,0.0    145.0000,0.0    165.0000,0.0     342.6711
3   110.0000,0.0    150.0000,0.0    170.0000,0.0     293.0127
3   115.0000,0.0    155.0000,0.0    175.0000,0.0     274.6572
3   120.0000,0.0    160.0000,0.0    180.0000,0.0     269.6293
3   125.0000,0.0    165.0000,0.0    185.0000,0.0     268.4819
3   130.0000,0.0    170.0000,0.0    190.0000,0.0     268.6345
3   135.0000,0.0    175.0000,0.0    195.0000,0.0     269.9999
3   140.0000,0.0    180.0000,0.0    200.0000,0.0     274.2816
3   145.0000,0.0    185.0000,0.0    205.0000,0.0     286.1990
3   150.0000,0.0    190.0000,0.0    210.0000,0.0     312.8802
3   155.0000,0.0    195.0000,0.0    215.0000,0.0     358.6108
3   160.0000,0.0    200.0000,0.0    220.0000,0.0     415.1954
3   165.0000,0.0    205.0000,0.0    225.0000,0.0     466.1674
3   170.0000,0.0    210.0000,0.0    230.0000,0.0     505.8969
3   175.0000,0.0    215.0000,0.0    235.0000,0.0     535.9006
3   180.0000,0.0    220.0000,0.0    240.0000,0.0     558.7042
3   185.0000,0.0    225.0000,0.0    245.0000,0.0     576.3096
3   190.0000,0.0    230.0000,0.0    250.0000,0.0     590.1288
3   195.0000,0.0    235.0000,0.0    255.0000,0.0     601.1437
3   200.0000,0.0    240.0000,0.0    260.0000,0.0     610.0457
3   205.0000,0.0    245.0000,0.0    265.0000,0.0     617.3313
3   210.0000,0.0    250.0000,0.0    270.0000,0.0     623.3647
3   215.0000,0.0    255.0000,0.0    275.0000,0.0     628.4191
3   220.0000,0.0    260.0000,0.0    280.0000,0.0     632.7042
3   225.0000,0.0    265.0000,0.0    285.0000,0.0     636.3865
3   230.0000,0.0    270.0000,0.0    290.0000,0.0     639.6037
3   235.0000,0.0    275.0000,0.0    295.0000,0.0     642.4782
3     0.0000,0.0     45.0000,0.0     60.0000,0.0     712.1371
3     5.0000,0.0     50.0000,0.0     65.0000,0.0     714.8793
3    10.0000,0.0     55.0000,0.0     70.0000,0.0     717.7296
3    15.0000,0.0     60.0000,0.0     75.0000,0.0     720.8417
3    20.0000,0.0     65.0000,0.0     80.0000,0.0     724.3442
3    25.0000,0.0     70.0000,0.0     85.0000,0.0     728.3662
3    30.0000,0.0     75.0000,0.0     90.0000,0.0     733.0524
3    35.0000,0.0     80.0000,0.0     95.0000,0.0     738.5765
3    40.0000,0.0     85.0000,0.0    100.0000,0.0     745.1542
3    45.0000,0.0     90.0000,0.0    105.0000,0.0     753.0590
3    50.0000,0.0     95.0000,0.0    110.0000,0.0     762.6382
3    55.0000,0.0    100.0000,0.0    115.0000,0.0     774.3267
3    60.0000,0.0    105.0000,0.0    120.0000,0.0     788.6235
3    65.0000,0.0    110.0000,0.0    125.0000,0.0     805.8991
3    70.0000,0.0    115.0000,0.0    130.0000,0.0     825.4470
3    75.0000,0.0    120.0000,0.0    135.0000,0.0     841.6628
3    80.0000,0.0    125.0000,0.0    140.0000,0.0     833.9528
3    85.0000,0.0    130.0000,0.0    145.0000,0.0     768.2554
3    90.0000,0.0    135.0000,0.0    150.0000,0.0     638.8442
3    95.0000,0.0    140.0000,0.0    155.0000,0.0     483.6190
3   100.0000,0.0    145.0000,0.0    160.0000,0.0     365.0610
3   105.0000,0.0    150.0000,0.0    165.0000,0.0     304.7256
3   110.0000,0.0    155.0000,0.0    170.0000,0.0     283.6778
3   115.0000,0.0    160.0000,0.0    175.0000,0.0     278.5190
3   120.0000,0.0    165.0000,0.0    180.0000,0.0     277.4462
3   125.0000,0.0    170.0000,0.0    185.0000,0.0     277.3813
3   130.0000,0.0    175.0000,0.0    190.0000,0.0     277.7850
3   135.0000,0.0    180.0000,0.0    195.0000,0.0     279.0749
3   140.0000,0.0    185.0000,0.0    200.0000,0.0     283.0046
3   145.0000,0.0    190.0000,0.0    205.0000,0.0     294.2761
3   150.0000,0.0    195.0000,0.0    210.0000,0.0     320.1577
3   155.0000,0.0    200.0000,0.0    215.0000,0.0     365.2843
3   160.0000,0.0    205.0000,0.0    220.0000,0.0     421.8669
3   165.0000,0.0    210.0000,0.0    225.0000,0.0     473.4729
3   170.0000,0.0    215.0000,0.0    230.0000,0.0     514.1458
3   175.0000,0.0    220.0000,0.0    235.0000,0.0     545.1532
3   180.0000,0.0    225.0000,0.0    240.0000,0.0     568.9059
3   185.0000,0.0    230.0000,0.0    245.0000,0.0     587.3646
3   190.0000,0.0    235.0000,0.0    250.0000,0.0     601.9330
3   195.0000,0.0    240.0000,0.0    255.0000,0.0     613.5992
3   200.0000,0.0    245.0000,0.0    260.0000,0.0     623.0656
3   205.0000,0.0    250.0000,0.0    265.0000,0.0     630.8410
3   210.0000,0.0    255.0000,0.0    270.0000,0.0     637.3016
3   215.0000,0.0    260.0000,0.0    275.0000,0.0     642.7315
3   220.0000,0.0    265.0000,0.0    280.0000,0.0     647.3509
3   225.0000,0.0    270.0000,0.0    285.0000,0.0     651.3359
3   230.0000,0.0    275.0000,0.0    290.0000,0.0     654.8347
3   235.0000,0.0    280.0000,0.0    295.0000,0.0     657.9815
3     0.0000,0.0     50.0000,0.0     60.0000,0.0     731.0490
3     5.0000,0.0     55.0000,0.0     65.0000,0.0     734.0938
3    10.0000,0.0     60.0000,0.0     70.0000,0.0     737.3085
3    15.0000,0.0     65.0000,0.0     75.0000,0.0     740.8503
3    20.0000,0.0     70.0000,0.0     80.0000,0.0     744.8586
3    25.0000,0.0     75.0000,0.0     85.0000,0.0     749.4781
3    30.0000,0.0     80.0000,0.0     90.0000,0.0     754.8749
3    35.0000,0.0     85.0000,0.0     95.0000,0.0     761.2497
3    40.0000,0.0     90.0000,0.0    100.0000,0.0     768.8530
3    45.0000,0.0     95.0000,0.0    105.0000,0.0     778.0017
3    50.0000,0.0    100.0000,0.0    110.0000,0.0     789.0964
3    55.0000,0.0    105.0000,0.0    115.0000,0.0     802.6279
3    60.0000,0.0    110.0000,0.0    120.0000,0.0     819.1248
3    65.0000,0.0    115.0000,0.0    125.0000,0.0     838.8215
3    70.0000,0.0    120.0000,0.0    130.0000,0.0     860.1270
3    75.0000,0.0    125.0000,0.0    135.0000,0.0     873.5757
3    80.0000,0.0    130.0000,0.0    140.0000,0.0     846.5675
3    85.0000,0.0    135.0000,0.0    145.0000,0.0     732.1025
3    90.0000,0.0    140.0000,0.0    150.0000,0.0     552.4608
3    95.0000,0.0    145.0000,0.0    155.0000,0.0     399.6661
3   100.0000,0.0    150.0000,0.0    160.0000,0.0     319.3586
3   105.0000,0.0    155.0000,0.0    165.0000,0.0     292.4032
3   110.0000,0.0    160.0000,0.0    170.0000,0.0     286.5558
3   115.0000,0.0    165.0000,0.0    175.0000,0.0     285.5813
3   120.0000,0.0    170.0000,0.0    180.0000,0.0     285.5509
3   125.0000,0.0    175.0000,0.0    185.0000,0.0     285.7339
3   130.0000,0.0    180.0000,0.0    190.0000,0.0     286.1459
3   135.0000,0.0    185.0000,0.0    195.0000,0.0     287.2993
3   140.0000,0.0    190.0000,0.0    200.0000,0.0     290.8996
3   145.0000,0.0    195.0000,0.0    205.0000,0.0     301.5809
3   150.0000,0.0    200.0000,0.0    210.0000,0.0     326.6929
3   155.0000,0.0    205.0000,0.0    215.0000,0.0     371.1487
3   160.0000,0.0    210.0000,0.0    220.0000,0.0     427.5351
3   165.0000,0.0    215.0000,0.0    225.0000,0.0     479.5150
3   170.0000,0.0    220.0000,0.0    230.0000,0.0     520.8810
3   175.0000,0.0    225.0000,0.0    235.0000,0.0     552.6807
3   180.0000,0.0    230.0000,0.0    240.0000,0.0     577.2122
3   185.0000,0.0    235.0000,0.0    245.0000,0.0     596.3887
3   190.0000,0.0    240.0000,0.0    250.0000,0.0     611.5993
3   195.0000,0.0    245.0000,0.0    255.0000,0.0     623.8319
3   200.0000,0.0    250.0000,0.0    260.0000,0.0     633.7953
3   205.0000,0.0    255.0000,0.0    265.0000,0.0     642.0068
3   210.0000,0.0    260.0000,0.0    270.0000,0.0     648.8519
3   215.0000,0.0    265.0000,0.0    275.0000,0.0     654.6235
3   220.0000,0.0    270.0000,0.0    280.0000,0.0     659.5505
3   225.0000,0.0    275.0000,0.0    285.0000,0.0     663.8184
3   230.0000,0.0    280.0000,0.0    290.0000,0.0     667.5852
3   235.0000,0.0    285.0000,0.0    295.0000,0.0     670.9977
3     0.0000,0.0     50.0000,0.0     75.0000,0.0     767.0430
3     5.0000,0.0     55.0000,0.0     80.0000,0.0     771.0116
3    10.0000,0.0     60.0000,0.0     85.0000,0.0     775.3290
3    15.0000,0.0     65.0000,0.0     90.0000,0.0     780.1751
3    20.0000,0.0     70.0000,0.0     95.0000,0.0     785.7275
3    25.0000,0.0     75.0000,0.0    100.0000,0.0     792.1812
3    30.0000,0.0     80.0000,0.0    105.0000,0.0     799.7652
3    35.0000,0.0     85.0000,0.0    110.0000,0.0     808.7548
3    40.0000,0.0     90.0000,0.0    115.0000,0.0     819.4772
3    45.0000,0.0     95.0000,0.0    120.0000,0.0     832.2914
3    50.0000,0.0    100.0000,0.0    125.0000,0.0     847.4549
3    55.0000,0.0    105.0000,0.0    130.0000,0.0     864.5340
3    60.0000,0.0    110.0000,0.0    135.0000,0.0     880.1494
3    65.0000,0.0    115.0000,0.0    140.0000,0.0     882.2917
3    70.0000,0.0    120.0000,0.0    145.0000,0.0     851.5606
3    75.0000,0.0    125.0000,0.0    150.0000,0.0     782.4688
3    80.0000,0.0    130.0000,0.0    155.0000,0.0     682.5135
3    85.0000,0.0    135.0000,0.0    160.0000,0.0     562.8681
3    90.0000,0.0    140.0000,0.0    165.0000,0.0     444.0355
3    95.0000,0.0    145.0000,0.0    170.0000,0.0     359.4302
3   100.0000,0.0    150.0000,0.0    175.0000,0.0     318.2362
3   105.0000,0.0    155.0000,0.0    180.0000,0.0     304.9005
3   110.0000,0.0    160.0000,0.0    185.0000,0.0     302.1586
3   115.0000,0.0    165.0000,0.0    190.0000,0.0     301.7719
3   120.0000,0.0    170.0000,0.0    195.0000,0.0     301.7956
3   125.0000,0.0    175.0000,0.0    200.0000,0.0     301.9032
3   130.0000,0.0    180.0000,0.0    205.0000,0.0     302.1703
3   135.0000,0.0    185.0000,0.0    210.0000,0.0     303.0474
3   140.0000,0.0    190.0000,0.0    215.0000,0.0     306.0679
3   145.0000,0.0    195.0000,0.0    220.0000,0.0     315.6578
3   150.0000,0.0    200.0000,0.0    225.0000,0.0     339.1927
3   155.0000,0.0    205.0000,0.0    230.0000,0.0     381.9507
3   160.0000,0.0    210.0000,0.0    235.0000,0.0     437.2646
3   165.0000,0.0    215.0000,0.0    240.0000,0.0     489.1947
3   170.0000,0.0    220.0000,0.0    245.0000,0.0     531.2365
3   175.0000,0.0    225.0000,0.0    250.0000,0.0     564.0568
3   180.0000,0.0    230.0000,0.0    255.0000,0.0     589.7186
3   185.0000,0.0    235.0000,0.0    260.0000,0.0     610.0150
3   190.0000,0.0    240.0000,0.0    265.0000,0.0     626.2802
3   195.0000,0.0    245.0000,0.0    270.0000,0.0     639.4818
3   200.0000,0.0    250.0000,0.0    275.0000,0.0     650.3260
3   205.0000,0.0    255.0000,0.0    280.0000,0.0     659.3364
3   210.0000,0.0    260.0000,0.0    285.0000,0.0     666.9095
3   215.0000,0.0    265.0000,0.0    290.0000,0.0     673.3525
3   220.0000,0.0    270.0000,0.0    295.0000,0.0     678.9110
3     0.0000,0.0     60.0000,0.0     70.0000,0.0     790.6847
3     5.0000,0.0     65.0000,0.0     75.0000,0.0     795.1576
3    10.0000,0.0     70.0000,0.0     80.0000,0.0     800.0782
3    15.0000,0.0     75.0000,0.0     85.0000,0.0     805.6375
3    20.0000,0.0     80.0000,0.0     90.0000,0.0     812.0326
3    25.0000,0.0     85.0000,0.0     95.0000,0.0     819.4871
3    30.0000,0.0     90.0000,0.0    100.0000,0.0     828.2672
3    35.0000,0.0     95.0000,0.0    105.0000,0.0     838.6970
3    40.0000,0.0    100.0000,0.0    110.0000,0.0     851.1693
3    45.0000,0.0    105.0000,0.0    115.0000,0.0     866.1381
3    50.0000,0.0    110.0000,0.0    120.0000,0.0     884.0331
3    55.0000,0.0    115.0000,0.0    125.0000,0.0     904.8478
3    60.0000,0.0    120.0000,0.0    130.0000,0.0     926.3910
3    65.0000,0.0    125.0000,0.0    135.0000,0.0     937.6880
3    70.0000,0.0    130.0000,0.0    140.0000,0.0     903.0543
3    75.0000,0.0    135.0000,0.0    145.0000,0.0     773.8769
3    80.0000,0.0    140.0000,0.0    150.0000,0.0     578.8188
3    85.0000,0.0    145.0000,0.0    155.0000,0.0     418.2937
3    90.0000,0.0    150.0000,0.0    160.0000,0.0     338.4002
3    95.0000,0.0    155.0000,0.0    165.0000,0.0     314.9310
3   100.0000,0.0    160.0000,0.0    170.0000,0.0     311.6143
3   105.0000,0.0    165.0000,0.0    175.0000,0.0     311.7924
3   110.0000,0.0    170.0000,0.0    180.0000,0.0     312.2040
3   115.0000,0.0    175.0000,0.0    185.0000,0.0     312.4603
3   120.0000,0.0    180.0000,0.0    190.0000,0.0     312.5830
3   125.0000,0.0    185.0000,0.0    195.0000,0.0     312.6552
3   130.0000,0.0    190.0000,0.0    200.0000,0.0     312.8261
3   135.0000,0.0    195.0000,0.0    205.0000,0.0     313.5117
3   140.0000,0.0    200.0000,0.0    210.0000,0.0     316.1317
3   145.0000,0.0    205.0000,0.0    215.0000,0.0     324.9828
3   150.0000,0.0    210.0000,0.0    220.0000,0.0     347.4837
3   155.0000,0.0    215.0000,0.0    225.0000,0.0     389.1823
3   160.0000,0.0    220.0000,0.0    230.0000,0.0     443.9171
3   165.0000,0.0    225.0000,0.0    235.0000,0.0     495.9680
3   170.0000,0.0    230.0000,0.0    240.0000,0.0     538.5963
3   175.0000,0.0    235.0000,0.0    245.0000,0.0     572.2042
3   180.0000,0.0    240.0000,0.0    250.0000,0.0     598.6997
3   185.0000,0.0    245.0000,0.0    255.0000,0.0     619.8006
3   190.0000,0.0    250.0000,0.0    260.0000,0.0     636.8094
3   195.0000,0.0    255.0000,0.0    265.0000,0.0     650.6839
3   200.0000,0.0    260.0000,0.0    270.0000,0.0     662.1313
3   205.0000,0.0    265.0000,0.0    275.0000,0.0     671.6817
3   210.0000,0.0    270.0000,0.0    280.0000,0.0     679.7399
3   215.0000,0.0    275.0000,0.0    285.0000,0.0     686.6230
3   220.0000,0.0    280.0000,0.0    290.0000,0.0     692.5874
3   225.0000,0.0    285.0000,0.0    295.0000,0.0     697.8505
3     0.0000,0.0     60.0000,0.0     75.0000,0.0     803.0370
3     5.0000,0.0     65.0000,0.0     80.0000,0.0     807.9295
3    10.0000,0.0     70.0000,0.0     85.0000,0.0     813.3494
3    15.0000,0.0     75.0000,0.0     90.0000,0.0     819.4999
3    20.0000,0.0     80.0000,0.0     95.0000,0.0     826.5963
3    25.0000,0.0     85.0000,0.0    100.0000,0.0     834.8841
3    30.0000,0.0     90.0000,0.0    105.0000,0.0     844.6554
3    35.0000,0.0     95.0000,0.0    110.0000,0.0     856.2599
3    40.0000,0.0    100.0000,0.0    115.0000,0.0     870.1016
3    45.0000,0.0    105.0000,0.0    120.0000,0.0     886.5810
3    50.0000,0.0    110.0000,0.0    125.0000,0.0     905.8134
3    55.0000,0.0    115.0000,0.0    130.0000,0.0     926.4401
3    60.0000,0.0    120.0000,0.0    135.0000,0.0     941.1741
3    65.0000,0.0    125.0000,0.0    140.0000,0.0     925.7618
3    70.0000,0.0    130.0000,0.0    145.0000,0.0     842.9942
3    75.0000,0.0    135.0000,0.0    150.0000,0.0     691.3618
3    80.0000,0.0    140.0000,0.0    155.0000,0.0     518.4597
3    85.0000,0.0    145.0000,0.0    160.0000,0.0     393.6337
3    90.0000,0.0    150.0000,0.0    165.0000,0.0     335.6102
3    95.0000,0.0    155.0000,0.0    170.0000,0.0     319.1943
3   100.0000,0.0    160.0000,0.0    175.0000,0.0     317.1137
3   105.0000,0.0    165.0000,0.0    180.0000,0.0     317.3979
3   110.0000,0.0    170.0000,0.0    185.0000,0.0     317.7614
3   115.0000,0.0    175.0000,0.0    190.0000,0.0     317.9626
3   120.0000,0.0    180.0000,0.0    195.0000,0.0     318.0403
3   125.0000,0.0    185.0000,0.0    200.0000,0.0     318.0724
3   130.0000,0.0    190.0000,0.0    205.0000,0.0     318.1947
3   135.0000,0.0    195.0000,0.0    210.0000,0.0     318.7955
3   140.0000,0.0    200.0000,0.0    215.0000,0.0     321.2362
3   145.0000,0.0    205.0000,0.0    220.0000,0.0     329.7346
3   150.0000,0.0    210.0000,0.0    225.0000,0.0     351.6924
3   155.0000,0.0    215.0000,0.0    230.0000,0.0     392.7528
3   160.0000,0.0    220.0000,0.0    235.0000,0.0     446.9941
3   165.0000,0.0    225.0000,0.0    240.0000,0.0     498.8745
3   170.0000,0.0    230.0000,0.0    245.0000,0.0     541.5920
3   175.0000,0.0    235.0000,0.0    250.0000,0.0     575.4329
3   180.0000,0.0    240.0000,0.0    255.0000,0.0     602.2250
3   185.0000,0.0    245.0000,0.0    260.0000,0.0     623.6412
3   190.0000,0.0    250.0000,0.0    265.0000,0.0     640.9611
3   195.0000,0.0    255.0000,0.0    270.0000,0.0     655.1318
3   200.0000,0.0    260.0000,0.0    275.0000,0.0     666.8566
3   205.0000,0.0    265.0000,0.0    280.0000,0.0     676.6660
3   210.0000,0.0    270.0000,0.0    285.0000,0.0     684.9673
3   215.0000,0.0    275.0000,0.0    290.0000,0.0     692.0817
3   220.0000,0.0    280.0000,0.0    295.0000,0.0     698.2715
3     0.0000,0.0     60.0000,0.0     80.0000,0.0     814.7487
3     5.0000,0.0     65.0000,0.0     85.0000,0.0     820.0894
3    10.0000,0.0     70.0000,0.0     90.0000,0.0     826.0416
3    15.0000,0.0     75.0000,0.0     95.0000,0.0     832.8224
3    20.0000,0.0     80.0000,0.0    100.0000,0.0     840.6652
3    25.0000,0.0     85.0000,0.0    105.0000,0.0     849.8367
3    30.0000,0.0     90.0000,0.0    110.0000,0.0     860.6503
3    35.0000,0.0     95.0000,0.0    115.0000,0.0     873.4644
3    40.0000,0.0    100.0000,0.0    120.0000,0.0     888.6403
3    45.0000,0.0    105.0000,0.0    125.0000,0.0     906.3324
3    50.0000,0.0    110.0000,0.0    130.0000,0.0     925.6142
3    55.0000,0.0    115.0000,0.0    135.0000,0.0     941.2387
3    60.0000,0.0    120.0000,0.0    140.0000,0.0     935.6501
3    65.0000,0.0    125.0000,0.0    145.0000,0.0     881.4103
3    70.0000,0.0    130.0000,0.0    150.0000,0.0     772.8395
3    75.0000,0.0    135.0000,0.0    155.0000,0.0     628.0032
3    80.0000,0.0    140.0000,0.0    160.0000,0.0     482.9627
3    85.0000,0.0    145.0000,0.0    165.0000,0.0     382.7471
3    90.0000,0.0    150.0000,0.0    170.0000,0.0     336.7139
3    95.0000,0.0    155.0000,0.0    175.0000,0.0     323.8407
