Example configurations - Gradient array
1.000
11
15
Type of measurement (0=app. resistivity,1=resistance)
0
1792
1
0
4     56.000,     0.000      65.000,     0.000      63.000,     0.000      64.000,     0.000     6.3608
4     61.000,     0.000      70.000,     0.000      62.000,     0.000      63.000,     0.000     7.5932
4     57.000,     0.000      66.000,     0.000      64.000,     0.000      65.000,     0.000     5.3499
4     62.000,     0.000      71.000,     0.000      63.000,     0.000      64.000,     0.000     8.4467
4     58.000,     0.000      67.000,     0.000      65.000,     0.000      66.000,     0.000     4.9012
4     63.000,     0.000      72.000,     0.000      64.000,     0.000      65.000,     0.000     8.3948
4     59.000,     0.000      68.000,     0.000      66.000,     0.000      67.000,     0.000     4.9629
4     64.000,     0.000      73.000,     0.000      65.000,     0.000      66.000,     0.000     6.9162
4     60.000,     0.000      69.000,     0.000      67.000,     0.000      68.000,     0.000     5.0133
4     65.000,     0.000      74.000,     0.000      66.000,     0.000      67.000,     0.000     5.7340
4     61.000,     0.000      70.000,     0.000      68.000,     0.000      69.000,     0.000     5.0462
4     66.000,     0.000      75.000,     0.000      67.000,     0.000      68.000,     0.000     5.2803
4     62.000,     0.000      71.000,     0.000      69.000,     0.000      70.000,     0.000     5.0414
4     67.000,     0.000      76.000,     0.000      68.000,     0.000      69.000,     0.000     5.1706
4     63.000,     0.000      72.000,     0.000      70.000,     0.000      71.000,     0.000     4.8958
4     68.000,     0.000      77.000,     0.000      69.000,     0.000      70.000,     0.000     5.1457
4     64.000,     0.000      73.000,     0.000      71.000,     0.000      72.000,     0.000     2.7658
4     69.000,     0.000      78.000,     0.000      70.000,     0.000      71.000,     0.000     5.1647
4     65.000,     0.000      74.000,     0.000      72.000,     0.000      73.000,     0.000     3.5885
4     70.000,     0.000      79.000,     0.000      71.000,     0.000      72.000,     0.000     5.2726
4     66.000,     0.000      75.000,     0.000      73.000,     0.000      74.000,     0.000     1.5823
4     71.000,     0.000      80.000,     0.000      72.000,     0.000      73.000,     0.000     6.0137
4     67.000,     0.000      76.000,     0.000      74.000,     0.000      75.000,     0.000     1.9000
4     72.000,     0.000      81.000,     0.000      73.000,     0.000      74.000,     0.000     2.1441
4     68.000,     0.000      77.000,     0.000      75.000,     0.000      76.000,     0.000     1.9709
4     73.000,     0.000      82.000,     0.000      74.000,     0.000      75.000,     0.000     2.8559
4     69.000,     0.000      78.000,     0.000      76.000,     0.000      77.000,     0.000     2.0003
4     74.000,     0.000      83.000,     0.000      75.000,     0.000      76.000,     0.000     2.1837
4     70.000,     0.000      79.000,     0.000      77.000,     0.000      78.000,     0.000     2.0173
4     75.000,     0.000      84.000,     0.000      76.000,     0.000      77.000,     0.000     2.0870
4     71.000,     0.000      80.000,     0.000      78.000,     0.000      79.000,     0.000     2.0301
4     76.000,     0.000      85.000,     0.000      77.000,     0.000      78.000,     0.000     2.0569
4     72.000,     0.000      81.000,     0.000      79.000,     0.000      80.000,     0.000     2.0431
4     77.000,     0.000      86.000,     0.000      78.000,     0.000      79.000,     0.000     2.0443
