Time lapse data
   1.00
7
350
1
0
Time sequence data
Number of time sections
3
Time unit
Hours
Second time section interval
1.0
Third time section interval
1.0
    21.500      1.000     14.000     14.526     14.228     14.017
    22.500      1.000     14.000     14.067     13.744     13.643
    23.500      1.000     14.000     13.720     13.538     14.075
    24.500      1.000     14.000     13.445     14.102     15.495
    25.500      1.000     14.000     13.218     15.528     16.047


0
0
0
0
0
0
0
